id,timestamp
0,1611513759993637
8,421779
8,892131
10,415868
10,879560
10,1298500
10,1763144
10,2181615
10,2645763
10,3068154
17,461091
18,419975
18,877826
18,1296774
18,1760753
18,2182420
18,2643665
24,419059
25,461585
25,880210
25,1345245
28,419599
29,457801
29,875283
29,1339621
29,1762482
29,2191836
29,2621504
29,3086928
36,416678
36,884864
36,1307361
36,1772518
36,2203439
41,466174
41,883149
41,1347424
41,1776910
41,2244433
46,416299
46,879868
46,1308975
46,1773859
50,419844
51,458719
51,884287
53,429084
54,427718
55,459790
56,418806
57,427874
58,462728
59,422601
60,426509
61,463279
62,420701
63,462649
64,417934
65,461561
65,884783
67,463321
68,417343
69,464176
70,418615
71,466145
72,417235
73,465898
74,416832
75,464704
76,422186
77,463255
78,415985
78,844592
80,462358
80,886290
82,460395
83,419419
84,463630
85,421845
86,456568
86,877493
88,462023
89,419976
90,461822
91,419957
92,461040
92,882890
94,460959
95,421036
96,459289
97,418059
97,880636
97,1302145
100,464276
101,417895
102,466745
103,416053
104,463888
105,419698
106,464786
107,416787
108,463655
109,419023
109,883563
111,417519
112,464411
112,882538
112,1344772
112,1767816
116,459818
117,421598
118,457173
118,875935
118,1336349
118,1752574
118,2213660
123,419237
123,886966
125,416594
125,880860
127,421629
128,433147
129,456862
130,422666
131,458936
131,877777
131,1308013
134,461247
135,418365
136,458703
136,878769
136,1307861
136,1766121
140,420750
141,457125
141,876949
143,457649
143,881090
143,1337824
143,1761551
143,2224577
143,2647430
143,3112344
150,416595
150,880896
150,1304252
150,1760596
150,2182744
150,2612149
150,3074441
150,3497389
150,3955171
150,4381103
150,4809135
150,5236459
150,5697637
163,424941
164,427784
164,853759
164,1310882
164,1731497
164,2194563
164,2611200
164,3072338
171,416599
171,878287
173,415983
173,875151
173,1297981
173,1756390
173,2180967
173,2639554
173,3064104
180,458631
181,418083
182,458936
182,877657
182,1337086
182,1755853
182,2184158
182,2645386
182,3063226
182,3523912
182,3945775
182,4403393
182,4822493
182,5281342
182,5699599
182,6128628
182,6557418
182,6987291
182,7446187
182,7864732
182,8324124
182,8746010
182,9206057
182,9627944
182,10088094
182,10517337
182,10977852
182,11410111
182,11834700
182,12293934
182,12716834
182,13178329
182,13599722
213,462785
213,885051
213,1313338
216,459423
217,419296
217,878521
219,417273
219,877280
219,1299716
219,1760599
223,429135
223,857975
223,1288400
223,1745928
223,2164743
223,2624636
223,3044974
223,3506484
223,3935145
223,4363292
223,4827701
234,419628
235,464470
236,417861
237,463708
238,417739
239,465239
240,417770
241,461517
241,884479
241,1343577
244,421213
244,878979
244,1302187
247,464245
248,421141
248,881618
250,416718
250,845830
252,430629
252,887662
254,429090
254,891491
254,1315394
254,1774438
254,2197464
254,2660598
254,3083091
254,3547337
254,3970084
254,4400720
254,4831606
265,429744
265,858196
265,1321126
265,1739574
265,2207071
265,2626763
271,462716
271,880041
271,1343958
271,1772452
271,2235460
271,2654698
271,3117325
271,3536749
271,3998773
271,4418478
271,4879977
271,5304273
271,5764128
271,6182820
271,6645375
271,7069888
271,7528032
271,7951738
271,8415237
271,8835053
271,9299349
292,418002
292,882514
294,428709
294,891919
294,1320872
294,1751470
298,463827
299,419237
299,879676
299,1303664
302,460023
302,882078
304,462149
304,882481
304,1345370
304,1767335
304,2230666
304,2655379
304,3115028
311,419982
312,459125
312,877230
312,1336785
312,1758866
312,2223301
312,2640316
312,3103827
312,3522764
312,3988393
312,4409884
312,4872412
312,5301518
312,5766258
325,418434
325,883553
325,1303398
325,1769745
329,420014
330,462409
330,884219
332,462312
332,878823
332,1343888
335,424933
336,460993
336,877496
336,1341658
336,1763174
336,2227871
336,2645175
336,3108905
336,3531982
336,3997176
345,422563
345,885936
347,416889
347,880221
347,1299605
347,1727968
347,2191070
347,2611315
347,3043158
347,3473344
347,3937950
347,4354768
347,4822518
358,431623
358,892275
358,1312220
358,1776280
358,2206645
363,464200
363,884808
365,460779
365,880872
365,1347607
368,419912
369,463288
370,416758
370,844953
372,463247
372,882440
374,428494
374,859968
374,1321156
377,422802
377,884890
377,1303457
377,1765825
377,2186083
377,2648307
377,3067643
377,3530135
377,3950983
386,460405
386,879981
386,1309641
389,459766
389,880516
389,1311312
389,1773067
389,2195291
389,2660183
395,428555
395,891182
395,1312361
395,1775830
395,2195187
395,2623505
395,3087646
395,3507383
403,462177
403,884810
405,430209
405,891449
405,1311392
408,463558
409,419532
409,883315
409,1300765
409,1765109
409,2185149
409,2650150
415,422650
416,461823
416,881381
416,1341450
416,1766241
416,2227843
416,2649174
416,3111214
416,3530447
416,3996371
416,4413930
416,4873381
416,5296004
416,5758689
416,6177740
416,6638325
416,7067005
416,7531226
433,419165
434,463241
435,415977
435,879381
435,1299254
438,462946
439,418890
439,880689
439,1301509
442,431755
443,463852
444,415880
444,881305
446,421903
447,463005
447,880684
447,1343902
447,1766690
447,2231031
447,2655060
453,460138
453,880062
453,1344371
453,1762947
453,2192919
458,461661
458,880077
458,1347588
461,430623
461,892296
461,1310715
461,1773868
461,2196792
461,2659684
461,3079375
468,465435
469,415980
469,882010
471,419903
471,887683
473,418550
474,462275
474,882026
474,1347804
477,415315
477,880204
479,422631
479,884320
481,420428
482,461835
482,881750
482,1345318
482,1765354
486,459463
486,884061
488,461410
489,417435
489,846404
491,425837
491,887283
493,432442
494,460046
494,880005
494,1343536
494,1764113
494,2192806
494,2658011
500,418243
501,461272
501,882179
501,1344045
501,1763090
501,2223076
501,2647016
507,462757
508,421190
508,886316
510,428386
510,891694
510,1313408
510,1778616
514,416348
514,881519
516,418714
517,462911
517,880671
517,1344930
517,1768935
521,461114
522,416204
522,879591
522,1299903
525,461398
525,884351
527,460991
527,882976
529,429063
530,456535
530,877530
532,463818
533,419959
533,886071
535,431849
536,461533
537,419530
537,882086
537,1304948
537,1771303
541,429189
541,892723
541,1315898
544,462819
545,417102
545,882233
545,1299653
548,430582
549,457727
549,881054
551,432049
551,893741
553,417087
553,882026
555,429944
555,857934
557,461853
557,886343
557,1348587
560,421168
561,459506
561,880320
563,463605
563,880382
563,1343609
563,1763423
563,2196123
568,460059
568,878505
568,1309527
568,1770595
568,2198122
573,457813
573,878598
575,460133
575,879567
575,1344138
578,428869
578,893549
580,419817
581,461104
581,885295
581,1347501
581,1765343
581,2228041
581,2651676
581,3115011
581,3545069
581,4007453
581,4438208
591,428086
591,891206
591,1311027
591,1772944
591,2206528
596,432533
596,866557
598,459810
599,418699
599,885976
601,418718
601,882946
601,1305001
604,460186
604,880771
604,1345625
607,417913
608,464635
609,419523
609,881943
609,1303204
612,463433
612,882444
612,1346255
612,1767416
612,2228518
612,2648410
618,430214
619,460513
620,416560
620,877904
622,421943
623,464204
624,415086
624,879253
624,1299916
624,1764376
628,415015
628,879533
630,419250
631,463668
632,416698
632,883586
632,1303138
632,1733981
636,458051
637,422865
638,461606
638,885292
640,461900
640,885479
640,1343178
643,429533
643,891708
643,1315344
646,462103
646,888416
648,460364
649,418378
650,426380
650,891823
652,431744
652,891389
654,418180
655,462830
656,424220
657,430026
657,883198
657,1303361
660,463110
661,418483
662,461259
662,883298
664,430365
664,894076
666,430366
666,892802
666,1314222
666,1778672
666,2199506
666,2663039
666,3086469
673,464089
674,419767
675,462062
675,884443
675,1347111
675,1768921
679,460572
679,880621
679,1341512
679,1765819
683,430514
684,457451
684,879266
686,460868
686,882107
686,1346172
686,1769139
686,2232381
686,2654574
686,3118381
693,424320
694,427405
695,459981
695,882836
695,1345660
698,416104
698,847500
698,1308284
698,1731218
698,2191856
698,2610063
698,3041128
698,3469727
698,3933286
698,4351008
698,4779052
698,5243848
710,420224
710,848850
710,1305753
710,1736456
714,428443
714,890954
716,416616
716,878595
716,1311533
719,457741
719,879825
719,1343957
722,420920
723,431146
723,885760
725,420601
725,881679
725,1299896
728,463385
729,421705
730,459545
731,417214
731,880323
731,1300377
734,430650
734,856205
736,458711
737,418648
737,883904
739,418984
739,883588
741,430999
742,426978
743,459036
744,418980
745,463409
746,418966
747,462692
747,882251
747,1347353
750,416874
750,880324
750,1300076
750,1763342
750,2180998
750,2644246
750,3073668
750,3536527
750,3968621
759,463916
760,416398
761,463421
762,421227
763,462951
764,416124
764,879904
764,1299972
764,1763425
764,2183630
764,2612682
764,3042142
764,3505339
764,3924524
764,4353963
774,461228
774,883445
774,1316517
777,425698
777,854206
779,459781
780,417099
780,847328
780,1308082
780,1728993
780,2191486
780,2620444
780,3083566
780,3504809
780,3969035
789,422457
789,885268
791,417458
791,883224
791,1298619
791,1728327
795,463285
796,417136
796,846106
796,1309655
796,1727416
796,2191807
796,2612122
796,3078745
803,417379
804,464303
805,422106
806,458648
806,876921
806,1339740
806,1768903
806,2196868
806,2625393
