id,timestamp
6,60
7,51
14,60
15,58
17,64
18,71
19,54
20,10
21,9
23,34
24,10
25,15
27,50
28,36
29,37
30,33
31,12
32,43
33,11
34,37
35,36
36,10
37,13
40,57
41,34
42,65
47,12
48,40
49,11
50,37
51,62
52,58
53,34
54,12
55,41
56,37
58,34
60,37
62,9
63,33
64,12
66,34
68,34
69,39
70,13
71,34
72,18
75,13
77,42
78,34
79,38
80,33
81,36
82,34
83,11
84,36
85,10
86,49
87,37
88,40
89,31
91,14
92,33
93,75
94,12
95,38
98,10
100,10
101,34
102,15
104,28
105,69
106,13
107,32
108,10
109,74
110,65
111,59
112,91
113,56
115,42
116,93
118,59
120,9
121,60
122,65
123,60
124,42
125,13
126,58
127,29
128,101
129,31
130,82
131,9
132,68
133,29
134,65
136,61
138,68
139,63
140,81
141,61
142,36
144,38
146,63
147,64
148,59
149,11
152,14
154,26
156,31
157,38
158,43
159,59
163,13
164,42
165,48
166,61
167,58
169,59
170,69
171,60
172,23
173,68
174,45
175,58
176,59
177,58
178,99
179,74
181,58
182,60
183,46
185,53
186,59
187,11
188,57
189,68
190,59
191,54
193,59
195,58
196,36
197,33
198,57
199,51
200,27
201,30
203,60
204,60
205,68
207,66
209,60
210,54
211,73
213,66
214,13
215,44
216,65
218,59
220,11
221,61
223,64
224,35
225,66
227,34
228,34
230,41
232,39
233,33
235,14
236,33
237,12
238,37
239,33
240,39
242,37
244,103
245,9
246,33
247,38
249,33
250,49
251,34
253,56
254,42
255,11
257,34
258,35
259,49
261,34
262,68
263,28
265,18
267,35
268,40
270,33
271,26
273,11
276,27
277,34
278,12
279,33
280,41
281,62
283,34
284,16
285,33
286,38
287,14
288,54
292,38
293,45
294,60
295,26
296,11
298,25
299,26
303,26
304,26
305,25
307,25
308,8
309,25
310,7
313,30
314,31
315,26
316,25
317,9
318,25
321,29
322,25
324,25
325,26
326,11
327,25
331,23
332,25
333,25
336,8
337,30
338,26
340,25
341,25
342,25
345,25
346,8
347,25
348,7
349,26
350,10
352,33
355,34
359,34
360,33
361,10
366,33
370,37
371,25
372,25
374,25
378,26
390,26
391,9
395,27
397,26
398,25
399,9
400,25
402,25
404,25
405,28
407,26
408,26
409,25
411,25
413,19
416,33
417,34
418,44
419,34
420,35
421,34
423,21
424,25
425,40
426,35
427,9
428,35
429,12
431,34
432,15
435,59
436,47
439,36
440,69
441,29
442,59
443,59
444,61
446,16
447,61
448,36
449,40
450,28
451,33
452,33
453,36
455,33
456,38
459,9
461,34
462,37
464,34
466,42
467,53
468,69
469,33
471,33
472,11
473,42
474,34
475,33
477,14
480,38
482,38
484,33
486,18
488,16
490,39
491,36
493,33
495,46
496,36
498,35
499,35
500,36
502,35
503,36
504,17
505,26
509,12
510,34
511,42
513,12
516,34
517,56
520,25
522,34
530,25
531,17
538,10
542,110
545,30
547,47
548,12
549,23
551,10
552,9
554,24
561,10
562,26
563,17
566,31
567,25
568,29
569,27
570,27
575,10
576,26
577,31
579,12
584,9
585,13
586,36
587,13
588,32
591,31
592,73
593,27
594,34
595,93
596,85
602,65
603,13
608,28
609,37
611,36
612,31
615,57
617,75
619,29
622,74
623,73
628,53
629,36
638,65
641,71
642,23
645,16
647,13
650,81
652,19
653,34
654,33
657,77
658,15
660,46
663,72
664,70
668,24
671,21
672,29
673,26
677,15
678,29
680,26
681,12
683,30
684,28
688,35
690,30
691,26
694,57
696,27
705,37
711,71
713,47
714,65
716,58
717,54
723,65
724,66
725,65
726,64
727,67
730,10
732,26
734,34
737,9
741,37
742,37
745,39
747,25
752,10
757,66
760,37
762,9
766,48
772,29
775,63
776,36
777,40
783,37
784,26
796,38
799,71
802,16
803,29
806,69
815,38
816,12
817,33
818,33
819,70
826,34
828,38
831,18
835,36
844,34
849,11
850,10
852,36
853,12
857,27
858,34
869,37
872,11
874,33
877,30
880,33
882,35
889,34
903,37
912,13
913,26
917,29
918,10
923,33
926,26
929,70
930,38
933,9
938,33
947,37
950,33
951,34
952,13
956,26
957,38
960,33
961,37
962,41
963,34
964,37
965,33
967,14
969,49
970,31
971,10
972,31
977,29
978,31
980,26
981,34
982,32
985,34
986,27
987,48
988,10
989,33
990,31
991,25
993,35
998,29
1001,11
1002,9
1003,34
1004,30
1005,25
1007,23
1008,26
1009,9
1011,22
1013,28
1014,28
1015,14
1022,29
1023,15
1025,26
1026,26
1027,116
1028,59
1029,9
1030,76
1031,71
1032,18
1036,36
